"id","site","title","company","location","date_posted","job_url","is_remote","min_amount","max_amount","currency"
"li-4335265290","linkedin","Senior Associate Data Platform","Fortitude Re","Jersey City, NJ","2025-11-10","https://www.linkedin.com/jobs/view/4335265290",False,"","",""
"li-4321921815","linkedin","DevOps Engineer","Sonalysts, Inc.","Waterford, CT","2025-11-10","https://www.linkedin.com/jobs/view/4321921815",False,"","",""
"li-4335283983","linkedin","Director of Information Security","ECP","Chicago, IL","2025-11-10","https://www.linkedin.com/jobs/view/4335283983",False,"","",""
"li-4335293899","linkedin","Director of Information Security","ECP","Milwaukee, WI","2025-11-10","https://www.linkedin.com/jobs/view/4335293899",False,"","",""
"li-4321930848","linkedin","QA Engineer-Entry Level","Emonics LLC","New York, United States","2025-11-10","https://www.linkedin.com/jobs/view/4321930848",False,"","",""
"li-4339642712","linkedin","Frontend Developer","InterEx Group","","2025-11-10","https://www.linkedin.com/jobs/view/4339642712",False,"","",""
"li-4335154709","linkedin","Director of Information Security","ECP","Madison, WI","2025-11-10","https://www.linkedin.com/jobs/view/4335154709",False,"","",""
"li-4321557353","linkedin","DevOps Engineer","Odiin.","New York, United States","2025-11-10","https://www.linkedin.com/jobs/view/4321557353",False,"","",""
"li-4339751223","linkedin","Founding Fullstack Engineer - $160K - $225K - Onsite - Start Up","James Chase","San Francisco, CA","2025-11-10","https://www.linkedin.com/jobs/view/4339751223",False,"","",""
"li-4335246430","linkedin","Backend Engineer","Shipt","Minneapolis, MN","2025-11-10","https://www.linkedin.com/jobs/view/4335246430",False,"","",""
"li-4335204195","linkedin","Front end Developer","Sharp Decisions","Plano, TX","2025-11-10","https://www.linkedin.com/jobs/view/4335204195",False,"","",""
"li-4335350358","linkedin","Backend Engineer","Shipt","Greater Birmingham, Alabama Area","2025-11-10","https://www.linkedin.com/jobs/view/4335350358",False,"","",""
"li-4335341809","linkedin","Data Engineer 1","ModMed","Boca Raton, FL","2025-11-10","https://www.linkedin.com/jobs/view/4335341809",False,"","",""
"li-4339682899","linkedin","DevOps Engineer","TechTrend, Inc.","Reston, VA","2025-11-10","https://www.linkedin.com/jobs/view/4339682899",False,"","",""
"li-4321910368","linkedin","API Software Developer","Howden","Mississippi, United States","2025-11-10","https://www.linkedin.com/jobs/view/4321910368",False,"","",""
"li-4335155148","linkedin","Software Engineer","Songtrust","New York, NY","2025-11-10","https://www.linkedin.com/jobs/view/4335155148",False,"","",""
"li-4339563963","linkedin","Full Stack Software Engineer (L5) - Delivery Engineering, Experiences","Netflix","","2025-11-10","https://www.linkedin.com/jobs/view/4339563963",False,"","",""
"li-4339663787","linkedin","Cloud Engineer","Apera","Rhode Island, United States","2025-11-10","https://www.linkedin.com/jobs/view/4339663787",False,"","",""
"li-4321861431","linkedin","Jr/mid DevOps Engineer","Liberty Personnel Services, Inc.","Philadelphia, PA","2025-11-10","https://www.linkedin.com/jobs/view/4321861431",False,"","",""
"li-4335124989","linkedin","Cloud Engineer","Seneca Resources","Richmond, VA","2025-11-10","https://www.linkedin.com/jobs/view/4335124989",False,"","",""
"li-4321950287","linkedin","Cloud Engineer","ECLARO","","2025-11-10","https://www.linkedin.com/jobs/view/4321950287",False,"","",""
"li-4340097066","linkedin","DevOps/Cloud Engineer","MartinFed","Oak Ridge, TN","2025-11-10","https://www.linkedin.com/jobs/view/4340097066",False,"","",""
"li-4335313132","linkedin","AWS Software Engineer","NBME","Philadelphia, PA","2025-11-10","https://www.linkedin.com/jobs/view/4335313132",False,"","",""
"li-4313699187","linkedin","DevOps Engineer","Locusview","Chicago, IL","2025-11-09","https://www.linkedin.com/jobs/view/4313699187",False,"","",""
"li-4339509990","linkedin","Software Engineer II","Sony Interactive Entertainment","San Mateo, CA","2025-11-09","https://www.linkedin.com/jobs/view/4339509990",False,"","",""
"li-4335087700","linkedin","DevOps Engineer (Remote Opportunity)","Lensa","","2025-11-09","https://www.linkedin.com/jobs/view/4335087700",True,"","",""
"li-4335042581","linkedin","Junior DevOps Engineer","Riot Platforms, Inc.","Austin, TX","2025-11-08","https://www.linkedin.com/jobs/view/4335042581",False,"","",""
"li-4331458994","linkedin","DevOps Lead","Prestige Staffing","Richardson, TX","2025-11-08","https://www.linkedin.com/jobs/view/4331458994",False,"","",""
"li-4295733476","linkedin","DevOps Engineer","Bamboo Insurance","","2025-11-08","https://www.linkedin.com/jobs/view/4295733476",False,"","",""
"li-4334913787","linkedin","DevOps Engineer, Dallas, Tx","Gandiv Insights LLC","Dallas, TX","2025-11-08","https://www.linkedin.com/jobs/view/4334913787",False,"","",""
"li-4335030037","linkedin","AWS Cloud Engineer","LightFeather","Alexandria, VA","2025-11-07","https://www.linkedin.com/jobs/view/4335030037",False,"","",""
"li-4335060204","linkedin","Vice President, Cloud - Remote","PayNearMe","Santa Clara, CA","2025-11-07","https://www.linkedin.com/jobs/view/4335060204",True,"","",""
"li-4335040072","linkedin","GCP Cloud/DevOps Engineer","LightFeather","Alexandria, VA","2025-11-07","https://www.linkedin.com/jobs/view/4335040072",False,"","",""
"li-4334819990","linkedin","Cloud Engineer","LightFeather","Alexandria, VA","2025-11-07","https://www.linkedin.com/jobs/view/4334819990",False,"","",""
"li-4335789183","linkedin","DevOps","JPS Tech Solutions","Dallas, TX","","https://www.linkedin.com/jobs/view/4335789183",False,"","",""
"li-4335667666","linkedin","DevOps Engineer","Verra Mobility","New York, NY","","https://www.linkedin.com/jobs/view/4335667666",False,"","",""
"li-4335637240","linkedin","DevOps Engineer","Sustainment","Austin, TX","","https://www.linkedin.com/jobs/view/4335637240",False,"","",""
"li-4340500209","linkedin","Junior DevOps Engineer","Alexander Technology Group","Woburn, MA","","https://www.linkedin.com/jobs/view/4340500209",False,"","",""
"li-4335807510","linkedin","DevOps Engineer","Verra Mobility","Indianapolis, IN","","https://www.linkedin.com/jobs/view/4335807510",False,"","",""
"li-4340431607","linkedin","Manager of DevOps","OP","Inglewood, CA","","https://www.linkedin.com/jobs/view/4340431607",False,"","",""
"li-4335687395","linkedin","Senior DevOps Engineer","Verra Mobility","New York, NY","","https://www.linkedin.com/jobs/view/4335687395",False,"","",""
"li-4317485594","linkedin","DevOps Engineer","Topsort","Somerville, MA","","https://www.linkedin.com/jobs/view/4317485594",False,"","",""
"li-4322051684","linkedin","DevOps Engineering Intern","Canadian Solar Inc.","","","https://www.linkedin.com/jobs/view/4322051684",False,"","",""
"li-4335637745","linkedin","Senior DevOps Engineer","Verra Mobility","Indianapolis, IN","","https://www.linkedin.com/jobs/view/4335637745",False,"","",""
"li-4335694213","linkedin","Senior DevOps Engineer","Synergy ECP","Annapolis Junction, MD","","https://www.linkedin.com/jobs/view/4335694213",False,"","",""
"li-4340501972","linkedin","Senior DevOps Engineer","ProDex Labs","","","https://www.linkedin.com/jobs/view/4340501972",False,"","",""
"li-4335763257","linkedin","DevOps Engineer","Robert Half","Philadelphia, PA","","https://www.linkedin.com/jobs/view/4335763257",False,"","",""
"li-4322221859","linkedin","Senior DevOps Engineer","DigiCert","","","https://www.linkedin.com/jobs/view/4322221859",False,"","",""
"li-4340291438","linkedin","DevOps Engineer (6198)","MetroStar","Washington, DC","","https://www.linkedin.com/jobs/view/4340291438",False,"","",""
"li-4322142812","linkedin","Jr DevOps Engineer","Brooksource","Columbus, Ohio Metropolitan Area","","https://www.linkedin.com/jobs/view/4322142812",False,"","",""
"li-4322115383","linkedin","DevOps Engineer/Consultant","Helios Technologies","","","https://www.linkedin.com/jobs/view/4322115383",False,"","",""
"li-4340201273","linkedin","DevOps Engineer","Providge Consulting","","","https://www.linkedin.com/jobs/view/4340201273",False,"","",""
"li-4335783703","linkedin","DevOps Engineer","TalentBurst, an Inc 5000 company","","","https://www.linkedin.com/jobs/view/4335783703",False,"","",""
"li-4335675827","linkedin","DevOps Engineer","Blitzy","Cambridge, MA","","https://www.linkedin.com/jobs/view/4335675827",False,"","",""
"li-4322021856","linkedin","Senior DevOps Engineer","Coforge","","","https://www.linkedin.com/jobs/view/4322021856",False,"","",""
"li-4316321149","linkedin","DevOps Engineer","Robert Half","Arlington, VA","","https://www.linkedin.com/jobs/view/4316321149",False,"","",""
"li-4322102648","linkedin","DevOps Engineer","Panzer Solutions LLC","Richmond, VA","","https://www.linkedin.com/jobs/view/4322102648",False,"","",""
"li-4335707489","linkedin","Junior Cloud Engineer","Helic & Co.","","","https://www.linkedin.com/jobs/view/4335707489",False,"","",""
"li-4335756014","linkedin","DevOps Engineer","netPolarity, Inc. (Saicon Consultants, Inc.)","Austin, Texas Metropolitan Area","","https://www.linkedin.com/jobs/view/4335756014",False,"","",""
"li-4335789393","linkedin","Senior Site Reliability Engineer (SRE)","Veza","New York, NY","","https://www.linkedin.com/jobs/view/4335789393",False,"","",""
"li-4335788622","linkedin","Senior DevOps Engineer","IntegriChain","","","https://www.linkedin.com/jobs/view/4335788622",False,"","",""
"li-4335618853","linkedin","Senior DevOps Engineer","IntegriChain","","","https://www.linkedin.com/jobs/view/4335618853",False,"","",""
"li-4335595397","linkedin","Software Engineer/ Devops","Tundra Technical Solutions","","","https://www.linkedin.com/jobs/view/4335595397",False,"","",""
"li-4335694450","linkedin","DevOps Engineer","Phillip Capital Inc.","Chicago, IL","","https://www.linkedin.com/jobs/view/4335694450",False,"","",""
"li-4335685792","linkedin","Senior DevOps Engineer","Experian","","","https://www.linkedin.com/jobs/view/4335685792",False,"","",""
"li-4335686026","linkedin","Cloud Engineer","VusionGroup","Coppell, TX","","https://www.linkedin.com/jobs/view/4335686026",False,"","",""
"li-4335738401","linkedin","DevOps Engineer (High-Performance Computing Automation) - Fully Cleared","Intelliforce-IT Solutions Group, LLC.","Annapolis Junction, MD","","https://www.linkedin.com/jobs/view/4335738401",False,"","",""
"li-4322085986","linkedin","Associate Staff Engineer / DevOps Engineer","Nagarro","","","https://www.linkedin.com/jobs/view/4322085986",False,"","",""
"li-4318532648","linkedin","DevOps Engineer (DevSecOps)","Tential Solutions","Tampa, FL","","https://www.linkedin.com/jobs/view/4318532648",False,"","",""
